index,typeID,size,attribute,minValue,maxValue,defaultValue,name
79,0,1,8,0,1,0,R_RC_K1
80,0,1,8,0,1,0,R_RC_K2
81,0,1,8,0,1,0,R_RC_K3
82,0,1,8,0,1,0,R_RC_K4
83,0,1,8,0,1,0,R_RC_K5
84,0,1,8,0,1,0,R_RC_K6
85,0,1,8,0,1,0,R_RC_D1
86,0,1,8,0,1,0,R_RC_D2
87,0,1,8,0,1,0,R_RC_D3
88,0,1,8,0,1,0,R_RC_D4
89,0,1,8,0,1,0,R_RC_D5
90,0,1,8,0,1,0,R_RC_D6
91,0,1,8,0,1,0,R_RC_D7
92,0,1,8,0,1,0,R_RC_D8
93,0,1,15,0,1,0,R_RC_FARM_LEFT
94,0,1,16,0,1,0,R_RC_FARM_RIGHT
95,0,1,16,0,1,0,R_RC_FARM_SET_A
96,0,1,16,0,1,0,R_RC_FARM_SET_B
97,0,1,17,0,1,0,R_RC_FARM_SET_AB
98,0,1,23,0,1,0,R_RC_FARM_MANUAL_SPRAY
99,0,1,21,0,1,0,R_RC_FARM_FLOW_SPEED
100,0,1,15,0,1,0,R_RC_FARM_MODE
101,0,1,8,0,1,0,R_RC_C1
102,0,1,22,0,1,0,R_RC_START_STOP_MOTOR
103,0,1,16,0,1,0,R_RC_FARM_FRONT
104,0,1,15,0,1,0,R_RC_FARM_BACK
105,0,1,12,0,1,0,R_RC_CAMERA
106,0,1,8,0,7,1,rc_type
107,1,2,43,0,65535,200,g_config.rc_cfg.start_motor_verify_time_ms
108,1,2,42,0,65535,1000,g_config.rc_cfg.stop_motor_verify_time_ms
109,1,2,46,0,65535,200,g_config.rc_cfg.emergency_stop_verify_time_ms
110,0,1,34,0,1,1,g_config.rc_cfg.arm_action_enable
111,0,1,33,0,1,0,g_config.rc_cfg.emergency_enable
112,0,1,38,0,1,1,g_config.rc_cfg.check_err_before_stop
113,8,4,38,0.51,1,1,g_config.rc_cfg.max_percentage_pulley
114,8,4,38,0.1,0.5,0.2,g_config.rc_cfg.min_percentage_pulley
115,0,1,39,0,1,1,g_config.rc_cfg.urgent_mode.enable_flg
116,0,1,38,0,11,3,g_config.rc_cfg.urgent_mode.mapper[0]
117,0,1,38,0,11,3,g_config.rc_cfg.urgent_mode.mapper[1]
118,0,1,38,0,11,0,g_config.rc_cfg.urgent_mode.mapper[2]
119,0,1,16,0,6,6,knob_basic_roll
120,0,1,17,0,6,6,knob_basic_pitch
121,0,1,15,0,6,6,knob_basic_yaw
122,0,1,18,0,6,6,knob_basic_thrust
123,0,1,53,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_ATTI_GAIN]
124,0,1,53,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_GYRO_GAIN]
125,0,1,59,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_ATTI_HORIZ_GAIN]
126,0,1,58,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_ATTI_VERT_GAIN]
127,0,1,59,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_ATTI_RANGE_GAIN]
128,0,1,61,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_ATTI_VERT_UP_GAIN]
129,0,1,54,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_BRAKE_GAIN]
130,0,1,53,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_TILT_GAIN]
131,0,1,58,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_HORIZ_POS_GAIN]
132,0,1,58,0,6,6,g_config.rc_cfg.knob.control_channel[KNOB_HORIZ_VEL_GAIN]
133,8,4,34,0.01,1,1,g_config.wristband_cfg.tilt_scale
134,8,4,37,0.01,1,1,g_config.wristband_cfg.torsion_scale
135,8,4,38,0.01,1,1,g_config.wristband_cfg.throttle_scale
136,0,1,34,0,1,1,g_config.wristband_cfg.cmd_enable
137,0,1,36,0,1,1,g_config.wristband_cfg.input_enable
138,0,1,42,0,1,0,g_config.wristband_cfg.auto_set_hp_enable
139,0,1,36,0,1,0,g_config.wristband_cfg.limit_enable
140,0,1,36,0,5,4,g_config.wristband_cfg.hp_gps_level
141,8,4,30,0.01,1,1,g_config.ctrldev_cfg.rc_scale
142,8,4,37,0.01,1,0.25,g_config.ctrldev_cfg.wristband_scale
143,0,1,35,0,1,1,g_config.ctrldev_cfg.rc_cmd_enable
144,0,1,37,0,1,1,g_config.ctrldev_cfg.rc_input_enable
145,0,1,36,0,1,0,g_config.ctrldev_cfg.rc_lost_enable
146,0,1,42,0,1,1,g_config.ctrldev_cfg.wristband_cmd_enable
147,0,1,44,0,1,1,g_config.ctrldev_cfg.wristband_input_enable
148,0,1,43,0,1,0,g_config.ctrldev_cfg.wristband_lost_enable
149,0,1,39,0,1,0,g_config.avoid_cfg.avoid_config_enable
150,8,4,34,0.1,0.8,0.55,g_config.avoid_cfg.avoid_rc_scale
151,8,4,36,10,35,15,g_config.avoid_cfg.avoid_atti_range
152,8,4,41,1,200,70,g_config.avoid_cfg.avoid_tors_rate_range
153,0,1,17,0,9,1,multi_mixer_type
154,8,4,35,0.01,100,1.2,g_config.mr_craft.rotor_4_cfg.mass
155,8,4,40,0.0011,100,0.012,g_config.mr_craft.rotor_4_cfg.inertia_x
156,8,4,40,0.0011,100,0.012,g_config.mr_craft.rotor_4_cfg.inertia_y
157,8,4,40,0.0011,100,0.024,g_config.mr_craft.rotor_4_cfg.inertia_z
158,8,4,32,0.01,100,0.225,g_config.mr_craft.rotor_4_cfg.l
159,8,4,37,0.01,100,6.83,g_config.mr_craft.rotor_4_cfg.thrust
160,8,4,35,0.01,100,1.8,g_config.mr_craft.rotor_6_cfg.mass
161,8,4,40,0.0011,100,0.025,g_config.mr_craft.rotor_6_cfg.inertia_x
162,8,4,40,0.0011,100,0.025,g_config.mr_craft.rotor_6_cfg.inertia_y
163,8,4,40,0.0011,100,0.05,g_config.mr_craft.rotor_6_cfg.inertia_z
164,8,4,32,0.01,100,0.275,g_config.mr_craft.rotor_6_cfg.l
165,8,4,37,0.01,100,6.83,g_config.mr_craft.rotor_6_cfg.thrust
166,8,4,35,0.01,100,2.4,g_config.mr_craft.rotor_8_cfg.mass
167,8,4,40,0.0011,100,0.05,g_config.mr_craft.rotor_8_cfg.inertia_x
168,8,4,40,0.0011,100,0.05,g_config.mr_craft.rotor_8_cfg.inertia_y
169,8,4,40,0.0011,100,0.1,g_config.mr_craft.rotor_8_cfg.inertia_z
170,8,4,32,0.01,100,0.325,g_config.mr_craft.rotor_8_cfg.l
171,8,4,37,0.01,100,6.83,g_config.mr_craft.rotor_8_cfg.thrust
172,8,4,37,0,100,1.2,g_config.takeoff.auto_takeoff_height
173,8,4,34,0.1,3,0.5,g_config.takeoff.auto_takeoff_vel
174,8,4,38,0.1,60,5,g_config.takeoff.auto_takeoff_timeout
175,0,1,44,0,1,0,g_config.takeoff.auto_assist_takeoff_enable
176,8,4,41,0,2,0.5,g_config.takeoff.auto_assist_takeoff_vel
177,8,4,48,0,10,1.2,g_config.takeoff.auto_assist_takeoff_exit_timer
178,8,4,45,0,10,3,g_config.takeoff.auto_assist_takeoff_timeout
179,1,2,15,20,500,30,go_home_height
180,0,1,16,0,1,1,go_home_heading
181,0,1,54,0,1,0,g_config.go_home.avoid_ascending_height_limit_disable
182,0,1,42,0,1,0,g_config.go_home.cur_height_gohome_enable
183,8,4,39,10,80,20,g_config.go_home.cur_height_gohome_dis
184,0,1,44,0,1,0,g_config.go_home.go_home_yaw_realign_enable
185,0,1,47,1,3,1,g_config.intelligence_orientation.app_ioc_type
186,0,1,50,0,0,0,g_config.intelligence_orientation.control_mode[0]
187,0,1,50,1,2,1,g_config.intelligence_orientation.control_mode[1]
188,0,1,50,2,3,3,g_config.intelligence_orientation.control_mode[2]
189,8,4,49,0,1,0.5,g_config.intelligence_orientation.watch_rc_scale
190,0,1,20,0,1,0,tempvar_switch_gear
191,0,1,18,0,1,0,vibrate_detect_en
192,1,2,19,15,8000,5000,fly_limit_distance
193,1,2,17,20,9000,9000,fly_limit_height
194,0,1,43,0,1,0,g_config.flying_limit.radius_limit_enabled
195,0,1,43,0,1,1,g_config.flying_limit.avoid_ground_enabled
196,1,2,38,1,20,20,g_config.flying_limit.min_height_auto
197,1,2,38,1,20,5,g_config.flying_limit.min_height_user
198,0,1,47,0,1,1,g_config.flying_limit.user_avoid_ground_enable
199,0,1,60,0,1,1,g_config.flying_limit.avoid_ground_and_smart_landing_enable
200,0,1,40,0,1,0,g_config.flying_limit.hit_ground_enable
201,0,1,52,0,1,1,g_config.flying_limit.course_unaligned_limit_enable
202,8,4,39,0,100000,10000,g_config.flying_limit.limit_height_rel
203,8,4,39,0,100000,10000,g_config.flying_limit.limit_height_abs
204,8,4,51,0,100000,10000,g_config.flying_limit.limit_height_abs_without_gps
205,8,4,41,1,10,3,g_config.flying_limit.noe_low_limit_gain
206,0,1,40,0,1,1,g_config.flying_limit.roof_limit_enable
207,0,1,42,0,1,1,g_config.flying_limit.ground_limit_enable
208,0,1,27,1,30,10,g_config.engine.idle_level
209,0,1,29,10,50,25,g_config.engine.adding_level
210,8,4,26,1,5,1.2,g_config.engine.idle_time
211,0,1,34,0,2,1,g_config.engine.prop_auto_preload
212,0,1,34,0,1,0,g_config.engine.sequence_start_en
213,8,4,34,0.1,5,1,g_config.engine.sequence_start_dt
214,0,1,56,0,1,1,g_config.avoid_obstacle_limit_cfg.avoid_obstacle_enable
215,0,1,34,0,1,1,g_config.waypoint_cfg.enable_mode
216,0,1,30,0,1,1,g_config.misc_cfg.vps_func_en
217,0,1,39,0,1,1,g_config.misc_cfg.follow_gimbal_yaw_en
218,0,1,42,0,1,0,g_config.misc_cfg.follow_gimbal_yaw_sport
219,0,1,51,0,1,0,g_config.misc_cfg.follow_gimbal_yaw_with_offset_en
220,0,1,47,0,1,0,g_config.misc_cfg.follow_gimbal_yaw_when_watch
221,0,1,39,0,1,0,g_config.misc_cfg.quick_circle_auto_en
222,0,1,41,0,1,1,g_config.misc_cfg.quick_circle_manual_en
223,0,1,38,0,1,0,g_config.misc_cfg.quick_circle_enable
224,8,4,47,90,300,250,g_config.misc_cfg.quick_circle_tors_rate_limit
225,0,1,37,0,1,0,g_config.misc_cfg.gimbal_priority_en
226,8,4,34,-10,45,-5,g_config.misc_cfg.gimbal_tilt_max
227,8,4,46,20,60,30,g_config.misc_cfg.gimbal_priority_flight_tilt
228,0,1,39,0,1,0,g_config.misc_cfg.gimbal_atti_limit_en
229,8,4,40,-10,45,15,g_config.misc_cfg.gimbal_atti_limit_max
230,0,1,39,0,1,1,g_config.misc_cfg.fix_wind_mode_enable
231,0,1,50,0,1,1,g_config.misc_cfg.rc_pause_emergency_brake_enable
232,0,1,13,0,100,1,battery_type
233,0,1,16,0,100,0,dji_bat_level_1
234,0,1,16,0,100,0,dji_bat_level_2
235,0,1,21,0,10,0,bat_cap_v1_prot_type
236,0,1,21,0,10,2,bat_cap_v2_prot_type
237,0,1,21,3,12,3,raw_battery_cell_num
238,1,2,16,3600,4000,3800,raw_bat_level_1
239,1,2,16,3500,3800,3600,raw_bat_level_2
240,0,1,19,0,2,0,bat_level_1_action
241,0,1,19,0,2,0,bat_level_2_action
242,0,1,20,0,100,5,smart_bat_basic_cap
243,0,1,48,0,100,0,g_config.bat_config.level1_smart_battert_gohome
244,0,1,46,0,100,0,g_config.bat_config.level2_smart_battert_land
245,0,1,21,0,1,0,enable_multiple_mode
246,0,1,18,0,11,3,fswitch_selection
247,0,1,33,0,11,8,g_config.control.control_mode[1]
248,0,1,33,0,11,7,g_config.control.control_mode[2]
249,0,1,47,0,11,7,g_config.control.default_power_up_control_mode
250,0,1,15,0,1,0,multi_esc_type
251,0,1,35,0,1,1,g_config.esc_cfg.communicate_check
252,1,2,27,50,2000,1100,g_config.esc_cfg.min_speed
253,0,1,36,0,1,0,g_config.esc_cfg.re_encorder_enable
254,0,1,31,0,2,0,g_config.api_entry_cfg.hw_port
255,2,4,9,110,921600,230400,sdk_baud
256,0,1,11,0,1,1,sdk_enable
257,0,1,16,0,1,1,sdk_enable_1860
258,0,1,25,0,1,0,enable_sdk_lost_strategy
259,0,1,18,0,3,0,sdk_lost_strategy
260,0,1,50,0,1,0,g_config.api_entry_cfg.enable_push_mission_status
261,0,1,18,0,5,0,sdk_data_type_acc
262,0,1,19,0,5,0,sdk_data_type_gyro
263,0,1,19,0,5,0,sdk_data_type_alti
264,0,1,21,0,5,0,sdk_data_type_height
265,0,1,37,0,5,0,g_config.api_entry_cfg.pos_data_type
266,0,1,14,0,6,0,sdk_timestamp
267,0,1,6,0,6,0,sdk_q
268,0,1,15,0,6,0,sdk_acc_ground
269,0,1,15,0,6,0,sdk_vel_ground
270,0,1,16,0,6,0,sdk_angular_vel
271,0,1,8,0,6,0,sdk_pos
272,0,1,15,0,6,0,sdk_widget_gps
273,0,1,15,0,6,0,sdk_widget_rtk
274,0,1,8,0,6,0,sdk_mag
275,0,1,7,0,6,0,sdk_rc
276,0,1,13,0,6,0,sdk_gimbal_q
277,0,1,15,0,6,0,sdk_fly_status
278,0,1,14,0,6,0,sdk_bat_level
279,0,1,16,0,6,0,sdk_ctrl_device
280,0,1,39,0,6,0,g_config.api_entry_cfg.std_msg_frq[14]
281,0,1,39,0,6,0,g_config.api_entry_cfg.std_msg_frq[15]
282,0,1,35,0,255,255,g_config.misc_cfg.forearm_led_ctrl
283,0,1,14,0,1,0,mounting_type
284,0,1,38,0,1,0,g_config.misc_cfg.fsm_no_gnd_state_en
285,0,1,48,0,1,0,g_config.misc_cfg.compass_imu_misalign_check_en
286,0,1,46,0,1,0,g_config.misc_cfg.hit_ground_adj_comp_fltr_en
287,0,1,21,0,1,0,SIM_FLY_LIMIT_ENABLE
288,0,1,49,0,1,1,g_config.airport_limit_cfg.cfg_sim_disable_limit
289,5,2,7,-32768,32767,-26,imu0_x
290,5,2,7,-32768,32767,-2,imu0_y
291,5,2,7,-32768,32767,12,imu0_z
292,5,2,7,-32768,32767,-64,gps0_x
293,5,2,7,-32768,32767,0,gps0_y
294,5,2,7,-32768,32767,-25,gps0_z
295,5,2,33,-32768,32767,0,g_config.imu_gps[0].mvo_offset_x
296,5,2,33,-32768,32767,0,g_config.imu_gps[0].mvo_offset_y
297,5,2,33,-32768,32767,0,g_config.imu_gps[0].mvo_offset_z
298,5,2,15,-32768,32767,0,antenna_gps1_x
299,5,2,15,-32768,32767,0,antenna_gps1_y
300,5,2,15,-32768,32767,0,antenna_gps1_z
301,5,2,17,-32768,32767,0,antenna_gps1_2_x
302,5,2,17,-32768,32767,0,antenna_gps1_2_y
303,5,2,17,-32768,32767,0,antenna_gps1_2_z
304,0,1,15,0,7,0,imu0_direction
305,5,2,7,-32768,32767,20,imu1_x
306,5,2,7,-32768,32767,10,imu1_y
307,5,2,7,-32768,32767,20,imu1_z
308,5,2,7,-32768,32767,0,gps1_x
309,5,2,7,-32768,32767,0,gps1_y
310,5,2,7,-32768,32767,-30,gps1_z
311,5,2,33,-32768,32767,0,g_config.imu_gps[1].mvo_offset_x
312,5,2,33,-32768,32767,0,g_config.imu_gps[1].mvo_offset_y
313,5,2,33,-32768,32767,0,g_config.imu_gps[1].mvo_offset_z
314,5,2,39,-32768,32767,0,g_config.imu_gps[1].rtk_gps_offset_a_x
315,5,2,39,-32768,32767,0,g_config.imu_gps[1].rtk_gps_offset_a_y
316,5,2,39,-32768,32767,0,g_config.imu_gps[1].rtk_gps_offset_a_z
317,5,2,39,-32768,32767,0,g_config.imu_gps[1].rtk_gps_offset_b_x
318,5,2,39,-32768,32767,0,g_config.imu_gps[1].rtk_gps_offset_b_y
319,5,2,39,-32768,32767,0,g_config.imu_gps[1].rtk_gps_offset_b_z
320,0,1,15,0,7,0,imu1_direction
321,5,2,7,-32768,32767,20,imu2_x
322,5,2,7,-32768,32767,10,imu2_y
323,5,2,7,-32768,32767,20,imu2_z
324,5,2,7,-32768,32767,0,gps2_x
325,5,2,7,-32768,32767,0,gps2_y
326,5,2,7,-32768,32767,-30,gps2_z
327,5,2,33,-32768,32767,0,g_config.imu_gps[2].mvo_offset_x
328,5,2,33,-32768,32767,0,g_config.imu_gps[2].mvo_offset_y
329,5,2,33,-32768,32767,0,g_config.imu_gps[2].mvo_offset_z
330,5,2,39,-32768,32767,0,g_config.imu_gps[2].rtk_gps_offset_a_x
331,5,2,39,-32768,32767,0,g_config.imu_gps[2].rtk_gps_offset_a_y
332,5,2,39,-32768,32767,0,g_config.imu_gps[2].rtk_gps_offset_a_z
333,5,2,39,-32768,32767,0,g_config.imu_gps[2].rtk_gps_offset_b_x
334,5,2,39,-32768,32767,0,g_config.imu_gps[2].rtk_gps_offset_b_y
335,5,2,39,-32768,32767,0,g_config.imu_gps[2].rtk_gps_offset_b_z
336,0,1,15,0,7,0,imu2_direction
337,0,1,11,0,6,6,fctrl_mode
338,0,1,51,0,1,0,g_config.miss_rtk.intelligence_orientation_enabled
339,0,1,31,0,1,0,g_config.miss_rtk.use_rtk_data
340,0,1,32,0,1,0,g_config.miss_rtk.rtk_exit_type
341,8,4,43,0,100000,10,g_config.miss_rtk.gps_rtk_horiz_offset_max
342,8,4,35,0,30,1,g_config.miss_rtk.gps_to_rtk_slope
343,0,1,29,0,5,0,g_config.receiver.stick_mode
344,0,1,9,0,255,16,F_CHL_F1
345,0,1,9,0,255,19,F_CHL_F2
346,0,1,9,0,255,255,F_CHL_F3
347,0,1,9,0,255,255,F_CHL_F4
348,0,1,9,0,255,255,F_CHL_F5
349,0,1,9,0,255,255,F_CHL_F6
350,0,1,9,0,255,255,F_CHL_F7
351,0,1,9,0,255,255,F_CHL_F8
352,1,2,13,1,1000,50,F_CHL_D_FREQ
353,1,2,19,700,2500,1920,F_CHL_D1_MAX_WIDTH
354,1,2,19,700,2500,1120,F_CHL_D1_MIN_WIDTH
355,1,2,19,700,2500,1920,F_CHL_D2_MAX_WIDTH
356,1,2,19,700,2500,1120,F_CHL_D2_MIN_WIDTH
357,1,2,19,700,2500,1920,F_CHL_D3_MAX_WIDTH
358,1,2,19,700,2500,1120,F_CHL_D3_MIN_WIDTH
359,1,2,19,700,2500,1920,F_CHL_D4_MAX_WIDTH
360,1,2,19,700,2500,1120,F_CHL_D4_MIN_WIDTH
361,1,2,19,700,2500,1920,F_CHL_D5_MAX_WIDTH
362,1,2,19,700,2500,1120,F_CHL_D5_MIN_WIDTH
363,1,2,19,700,2500,1920,F_CHL_D6_MAX_WIDTH
364,1,2,19,700,2500,1120,F_CHL_D6_MIN_WIDTH
365,1,2,19,700,2500,1920,F_CHL_D7_MAX_WIDTH
366,1,2,19,700,2500,1120,F_CHL_D7_MIN_WIDTH
367,1,2,19,700,2500,1920,F_CHL_D8_MAX_WIDTH
368,1,2,19,700,2500,1120,F_CHL_D8_MIN_WIDTH
369,0,1,11,0,2,0,F_CHL_MODE
370,1,2,28,700,2000,2000,F_CHL_SHUTTER_ACTIVE_OUTPUT
371,1,2,29,700,2000,1000,F_CHL_SHUTTER_DEFAULT_OUTPUT
372,1,2,19,1,1000,50,F_CHL_SHUTTER_FREQ
373,2,4,17,0,20000,1000,F_CHL_SHUTTER_MS
374,1,2,21,0,2500,1920,F_CHL_FARM_MAX_WIDTH
375,1,2,21,0,2500,940,F_CHL_FARM_MIN_WIDTH
376,1,2,16,1,1000,50,F_CHL_FARM_FREQ
377,1,2,17,1,1000,50,F_CHL_VIDEO_FREQ
378,1,2,27,700,2000,1000,F_CHL_VIDEO_DEFAULT_OUTPUT
379,1,2,26,700,2000,2000,F_CHL_VIDEO_ACTIVE_OUTPUT
380,1,2,17,1,1000,50,F_CHL_PAUSE_FREQ
381,1,2,27,700,2000,1000,F_CHL_PAUSE_DEFAULT_OUTPUT
382,1,2,26,700,2000,2000,F_CHL_PAUSE_ACTIVE_OUTPUT
383,0,1,31,0,3,0,mass_running_exgcm.name_idx[0]
384,0,1,31,0,3,1,mass_running_exgcm.name_idx[1]
385,0,1,31,0,3,2,mass_running_exgcm.name_idx[2]
386,8,4,26,0,10,3,g_config.rc_cfg.dead_zone
387,0,1,32,0,255,6,g_config.rc_cfg.stop_motor_type
388,2,4,39,0,4294967295,2500,g_config.rc_cfg.rc_break_pause_time_ms
389,8,4,49,0,100000,100,g_config.bat_config.bat_limit.limit_delt_vol.min
390,8,4,49,0,100000,800,g_config.bat_config.bat_limit.limit_delt_vol.max
391,8,4,52,0,100000,0.5,g_config.bat_config.bat_limit.limit_delt_vol.weight
392,8,4,44,0,100000,3300,g_config.bat_config.bat_limit.limit_vol.min
393,8,4,44,0,100000,3700,g_config.bat_config.bat_limit.limit_vol.max
394,8,4,47,0,100000,1.5,g_config.bat_config.bat_limit.limit_vol.weight
395,8,4,50,0,100000,380,g_config.bat_config.bat_limit.limit_max_power.min
396,8,4,50,0,100000,500,g_config.bat_config.bat_limit.limit_max_power.max
397,8,4,53,0,100000,1.5,g_config.bat_config.bat_limit.limit_max_power.weight
398,8,4,45,-10000,100000,-10,g_config.bat_config.bat_limit.limit_temp.min
399,8,4,45,0,100000,20,g_config.bat_config.bat_limit.limit_temp.max
400,8,4,48,0,100000,0.5,g_config.bat_config.bat_limit.limit_temp.weight
401,8,4,46,0,100000,0.4,g_config.bat_config.bat_limit.limit_scale.min
402,8,4,46,0,100000,2.2,g_config.bat_config.bat_limit.limit_scale.max
403,8,4,49,0,100000,1,g_config.bat_config.bat_limit.limit_scale.weight
404,8,4,60,0,100000,10,g_config.bat_config.bat_limit.limit_power_rate_capacity.min
405,8,4,60,0,100000,100,g_config.bat_config.bat_limit.limit_power_rate_capacity.max
406,8,4,63,0,100000,30,g_config.bat_config.bat_limit.limit_power_rate_capacity.weight
407,8,4,56,-10000,100000,-10,g_config.bat_config.bat_limit.limit_power_rate_temp.min
408,8,4,56,0,100000,20,g_config.bat_config.bat_limit.limit_power_rate_temp.max
409,8,4,59,0,100000,50,g_config.bat_config.bat_limit.limit_power_rate_temp.weight
410,8,4,63,0,100000,36000,g_config.bat_config.bat_limit.limit_bat_current_after_overflow
411,8,4,44,0,2,0.5,g_config.bat_config.bat_limit.limit_up_rate
412,8,4,46,0,2,0.1,g_config.bat_config.bat_limit.limit_down_rate
413,8,4,29,-10000000,10000000,0,g_config.ahrs_debug_in.db[0]
414,8,4,29,-10000000,10000000,0,g_config.ahrs_debug_in.db[1]
415,8,4,29,-10000000,10000000,0,g_config.ahrs_debug_in.db[2]
416,8,4,29,-10000000,10000000,0,g_config.ahrs_debug_in.db[3]
417,8,4,29,-10000000,10000000,0,g_config.ahrs_debug_in.db[4]
418,0,1,34,0,1,1,g_config.iosd_cfg.cfg_func_enable
419,0,1,31,0,1,0,g_config.rc_lost_search.enable
420,0,1,36,1,5,1,g_config.rc_lost_search.retry_times
421,8,4,32,2,10,5,g_config.rc_lost_search.p2p_dis
422,8,4,35,1,4,2,g_config.rc_lost_search.search_vel
423,0,1,30,0,1,1,g_config.rc_cfg.rc_vib_enable
424,0,1,26,0,2,0,g_config.zenmuse_cfg.type
425,0,1,26,0,1,0,g_config.device.is_locked
426,1,2,39,6000,30000,11300,g_cfg_debug.voltage_temp_for_calibrate
427,0,1,36,0,1,0,g_cfg_debug.voltage_calibrate_state
428,0,1,45,0,1,0,g_cfg_debug.need_check_stick_channel_mapping
429,0,1,37,0,1,0,g_cfg_debug.need_send_imu_start_flag
